"證券代碼	簡稱	年月日	收盤價(元)"
"0056   	元大高股息   	20121026	    15.3127"
"0056   	元大高股息   	20121029	    15.1624"
"0056   	元大高股息   	20121030	    15.2197"
"0056   	元大高股息   	20121031	    15.1624"
"0056   	元大高股息   	20121101	    15.2412"
"0056   	元大高股息   	20121102	    15.2698"
"0056   	元大高股息   	20121105	    15.1481"
"0056   	元大高股息   	20121106	    15.2912"
"0056   	元大高股息   	20121107	    15.3556"
"0056   	元大高股息   	20121108	    15.2268"
"0056   	元大高股息   	20121109	    15.3843"
"0056   	元大高股息   	20121112	    15.4200"
"0056   	元大高股息   	20121113	    15.1338"
"0056   	元大高股息   	20121114	    15.1982"
"0056   	元大高股息   	20121115	    15.2340"
"0056   	元大高股息   	20121116	    15.2268"
"0056   	元大高股息   	20121119	    15.2555"
"0056   	元大高股息   	20121120	    15.2340"
"0056   	元大高股息   	20121121	    15.1124"
"0056   	元大高股息   	20121122	    15.1267"
"0056   	元大高股息   	20121123	    15.4200"
"0056   	元大高股息   	20121126	    15.5989"
"0056   	元大高股息   	20121127	    15.6132"
"0056   	元大高股息   	20121128	    15.6705"
"0056   	元大高股息   	20121129	    15.8422"
"0056   	元大高股息   	20121130	    16.0354"
"0056   	元大高股息   	20121203	    16.0497"
"0056   	元大高股息   	20121204	    16.0640"
"0056   	元大高股息   	20121205	    16.2286"
"0056   	元大高股息   	20121206	    16.2071"
"0056   	元大高股息   	20121207	    16.1284"
"0056   	元大高股息   	20121210	    16.1499"
"0056   	元大高股息   	20121211	    16.1284"
"0056   	元大高股息   	20121212	    16.2501"
"0056   	元大高股息   	20121213	    16.3502"
"0056   	元大高股息   	20121214	    16.2787"
"0056   	元大高股息   	20121217	    16.1141"
"0056   	元大高股息   	20121218	    16.0998"
"0056   	元大高股息   	20121219	    16.1356"
"0056   	元大高股息   	20121220	    16.0354"
"0056   	元大高股息   	20121221	    15.9639"
"0056   	元大高股息   	20121222	    16.0211"
"0056   	元大高股息   	20121224	    16.0354"
"0056   	元大高股息   	20121225	    16.1857"
"0056   	元大高股息   	20121226	    16.1642"
"0056   	元大高股息   	20121227	    16.1857"
"0056   	元大高股息   	20121228	    16.3002"
"0056   	元大高股息   	20130102	    16.4218"
"0056   	元大高股息   	20130103	    16.5005"
"0056   	元大高股息   	20130104	    16.4218"
"0056   	元大高股息   	20130107	    16.4361"
"0056   	元大高股息   	20130108	    16.3145"
"0056   	元大高股息   	20130109	    16.3789"
"0056   	元大高股息   	20130110	    16.5005"
"0056   	元大高股息   	20130111	    16.4790"
"0056   	元大高股息   	20130114	    16.5649"
"0056   	元大高股息   	20130115	    16.5077"
"0056   	元大高股息   	20130116	    16.5148"
"0056   	元大高股息   	20130117	    16.3288"
"0056   	元大高股息   	20130118	    16.5005"
"0056   	元大高股息   	20130121	    16.5649"
"0056   	元大高股息   	20130122	    16.6365"
"0056   	元大高股息   	20130123	    16.5578"
"0056   	元大高股息   	20130124	    16.5220"
"0056   	元大高股息   	20130125	    16.5291"
"0056   	元大高股息   	20130128	    16.6150"
"0056   	元大高股息   	20130129	    16.7581"
"0056   	元大高股息   	20130130	    16.9155"
"0056   	元大高股息   	20130131	    17.0014"
"0056   	元大高股息   	20130201	    17.0515"
"0056   	元大高股息   	20130204	    17.1016"
"0056   	元大高股息   	20130205	    17.0443"
"0056   	元大高股息   	20130206	    16.9442"
"0056   	元大高股息   	20130218	    16.9942"
"0056   	元大高股息   	20130219	    16.9728"
"0056   	元大高股息   	20130220	    17.0443"
"0056   	元大高股息   	20130221	    16.9799"
"0056   	元大高股息   	20130222	    16.9585"
"0056   	元大高股息   	20130223	    16.9370"
"0056   	元大高股息   	20130225	    16.9012"
"0056   	元大高股息   	20130226	    16.8297"
"0056   	元大高股息   	20130227	    16.8726"
"0056   	元大高股息   	20130301	    17.0014"
"0056   	元大高股息   	20130304	    16.8869"
"0056   	元大高股息   	20130305	    16.9513"
"0056   	元大高股息   	20130306	    16.9942"
"0056   	元大高股息   	20130307	    16.9585"
"0056   	元大高股息   	20130308	    17.0300"
"0056   	元大高股息   	20130311	    17.0300"
"0056   	元大高股息   	20130312	    16.9513"
"0056   	元大高股息   	20130313	    16.8225"
"0056   	元大高股息   	20130314	    16.8154"
"0056   	元大高股息   	20130315	    16.6722"
"0056   	元大高股息   	20130318	    16.5792"
"0056   	元大高股息   	20130319	    16.4719"
"0056   	元大高股息   	20130320	    16.3431"
"0056   	元大高股息   	20130321	    16.5005"
"0056   	元大高股息   	20130322	    16.4862"
"0056   	元大高股息   	20130325	    16.5578"
"0056   	元大高股息   	20130326	    16.5148"
"0056   	元大高股息   	20130327	    16.5792"
"0056   	元大高股息   	20130328	    16.5291"
"0056   	元大高股息   	20130329	    16.6007"
"0056   	元大高股息   	20130401	    16.5649"
"0056   	元大高股息   	20130402	    16.5792"
"0056   	元大高股息   	20130403	    16.6937"
"0056   	元大高股息   	20130408	    16.4433"
"0056   	元大高股息   	20130409	    16.3932"
"0056   	元大高股息   	20130410	    16.3860"
"0056   	元大高股息   	20130411	    16.5291"
"0056   	元大高股息   	20130412	    16.5220"
"0056   	元大高股息   	20130415	    16.4862"
"0056   	元大高股息   	20130416	    16.4862"
"0056   	元大高股息   	20130417	    16.5005"
"0056   	元大高股息   	20130418	    16.5005"
"0056   	元大高股息   	20130419	    16.6007"
"0056   	元大高股息   	20130422	    16.6651"
"0056   	元大高股息   	20130423	    16.6866"
"0056   	元大高股息   	20130424	    16.8440"
"0056   	元大高股息   	20130425	    16.8440"
"0056   	元大高股息   	20130426	    16.9227"
"0056   	元大高股息   	20130429	    16.9799"
"0056   	元大高股息   	20130430	    17.1445"
"0056   	元大高股息   	20130502	    17.2089"
"0056   	元大高股息   	20130503	    17.2518"
"0056   	元大高股息   	20130506	    17.3019"
"0056   	元大高股息   	20130507	    17.1946"
"0056   	元大高股息   	20130508	    17.3663"
"0056   	元大高股息   	20130509	    17.3735"
"0056   	元大高股息   	20130510	    17.3234"
"0056   	元大高股息   	20130513	    17.3305"
"0056   	元大高股息   	20130514	    17.3162"
"0056   	元大高股息   	20130515	    17.3878"
"0056   	元大高股息   	20130516	    17.6096"
"0056   	元大高股息   	20130517	    17.5595"
"0056   	元大高股息   	20130520	    17.5881"
"0056   	元大高股息   	20130521	    17.6812"
"0056   	元大高股息   	20130522	    17.6239"
"0056   	元大高股息   	20130523	    17.3592"
"0056   	元大高股息   	20130524	    17.2447"
"0056   	元大高股息   	20130527	    17.2876"
"0056   	元大高股息   	20130528	    17.3592"
"0056   	元大高股息   	20130529	    17.4236"
"0056   	元大高股息   	20130530	    17.2661"
"0056   	元大高股息   	20130531	    17.2733"
"0056   	元大高股息   	20130603	    17.2447"
"0056   	元大高股息   	20130604	    17.1588"
"0056   	元大高股息   	20130605	    17.1159"
"0056   	元大高股息   	20130606	    16.9298"
"0056   	元大高股息   	20130607	    16.8869"
"0056   	元大高股息   	20130610	    17.0157"
"0056   	元大高股息   	20130611	    16.8941"
"0056   	元大高股息   	20130613	    16.6365"
"0056   	元大高股息   	20130614	    16.6150"
"0056   	元大高股息   	20130617	    16.6937"
"0056   	元大高股息   	20130618	    16.7366"
"0056   	元大高股息   	20130619	    16.7796"
"0056   	元大高股息   	20130620	    16.6365"
"0056   	元大高股息   	20130621	    16.5578"
"0056   	元大高股息   	20130624	    16.4862"
"0056   	元大高股息   	20130625	    16.3145"
"0056   	元大高股息   	20130626	    16.4433"
"0056   	元大高股息   	20130627	    16.6722"
"0056   	元大高股息   	20130628	    16.7510"
"0056   	元大高股息   	20130701	    16.9513"
"0056   	元大高股息   	20130702	    16.8511"
"0056   	元大高股息   	20130703	    16.8368"
"0056   	元大高股息   	20130704	    16.8297"
"0056   	元大高股息   	20130705	    16.9799"
"0056   	元大高股息   	20130708	    16.8511"
"0056   	元大高股息   	20130709	    16.9012"
"0056   	元大高股息   	20130710	    16.9227"
"0056   	元大高股息   	20130711	    17.2017"
"0056   	元大高股息   	20130712	    17.2447"
"0056   	元大高股息   	20130715	    17.3663"
"0056   	元大高股息   	20130716	    17.4236"
"0056   	元大高股息   	20130717	    17.3878"
"0056   	元大高股息   	20130718	    17.3305"
"0056   	元大高股息   	20130719	    17.1588"
"0056   	元大高股息   	20130722	    17.2876"
"0056   	元大高股息   	20130723	    17.5094"
"0056   	元大高股息   	20130724	    17.4808"
"0056   	元大高股息   	20130725	    17.3878"
"0056   	元大高股息   	20130726	    17.3449"
"0056   	元大高股息   	20130729	    17.3019"
"0056   	元大高股息   	20130730	    17.3520"
"0056   	元大高股息   	20130731	    17.3878"
"0056   	元大高股息   	20130801	    17.3735"
"0056   	元大高股息   	20130802	    17.3663"
"0056   	元大高股息   	20130805	    17.3735"
"0056   	元大高股息   	20130806	    17.2805"
"0056   	元大高股息   	20130807	    17.0515"
"0056   	元大高股息   	20130808	    17.0300"
"0056   	元大高股息   	20130809	    16.9728"
"0056   	元大高股息   	20130812	    17.0515"
"0056   	元大高股息   	20130813	    17.1660"
"0056   	元大高股息   	20130814	    17.1159"
"0056   	元大高股息   	20130815	    17.0300"
"0056   	元大高股息   	20130816	    17.0300"
"0056   	元大高股息   	20130819	    16.9442"
"0056   	元大高股息   	20130820	    16.7438"
"0056   	元大高股息   	20130822	    16.6007"
"0056   	元大高股息   	20130823	    16.7366"
"0056   	元大高股息   	20130826	    16.8726"
"0056   	元大高股息   	20130827	    16.7438"
"0056   	元大高股息   	20130828	    16.7223"
"0056   	元大高股息   	20130829	    16.8154"
"0056   	元大高股息   	20130830	    16.9227"
"0056   	元大高股息   	20130902	    17.0586"
"0056   	元大高股息   	20130903	    17.1946"
"0056   	元大高股息   	20130904	    17.1946"
"0056   	元大高股息   	20130905	    17.3019"
"0056   	元大高股息   	20130906	    17.3162"
"0056   	元大高股息   	20130909	    17.3091"
"0056   	元大高股息   	20130910	    17.3520"
"0056   	元大高股息   	20130911	    17.3520"
"0056   	元大高股息   	20130912	    17.3878"
"0056   	元大高股息   	20130913	    17.3091"
"0056   	元大高股息   	20130914	    17.3019"
"0056   	元大高股息   	20130916	    17.4522"
"0056   	元大高股息   	20130917	    17.4164"
"0056   	元大高股息   	20130918	    17.4450"
"0056   	元大高股息   	20130923	    17.5023"
"0056   	元大高股息   	20130924	    17.4951"
"0056   	元大高股息   	20130925	    17.4808"
"0056   	元大高股息   	20130926	    17.3162"
"0056   	元大高股息   	20130927	    17.3234"
"0056   	元大高股息   	20130930	    17.3091"
"0056   	元大高股息   	20131001	    17.3377"
"0056   	元大高股息   	20131002	    17.3663"
"0056   	元大高股息   	20131003	    17.5023"
"0056   	元大高股息   	20131004	    17.4951"
"0056   	元大高股息   	20131007	    17.4522"
"0056   	元大高股息   	20131008	    17.4093"
"0056   	元大高股息   	20131009	    17.3162"
"0056   	元大高股息   	20131011	    17.3019"
"0056   	元大高股息   	20131014	    17.1159"
"0056   	元大高股息   	20131015	    17.1946"
"0056   	元大高股息   	20131016	    17.1874"
"0056   	元大高股息   	20131017	    17.2304"
"0056   	元大高股息   	20131018	    17.3091"
"0056   	元大高股息   	20131021	    17.2876"
"0056   	元大高股息   	20131022	    17.2876"
"0056   	元大高股息   	20131023	    17.3019"
"0056   	元大高股息   	20131024	    17.2871"
"0056   	元大高股息   	20131025	    17.1684"
"0056   	元大高股息   	20131028	    17.1388"
"0056   	元大高股息   	20131029	    17.1388"
"0056   	元大高股息   	20131030	    17.2500"
"0056   	元大高股息   	20131031	    17.2723"
"0056   	元大高股息   	20131101	    17.0646"
"0056   	元大高股息   	20131104	    16.9830"
"0056   	元大高股息   	20131105	    16.8570"
"0056   	元大高股息   	20131106	    16.8347"
"0056   	元大高股息   	20131107	    16.8644"
"0056   	元大高股息   	20131108	    16.7531"
"0056   	元大高股息   	20131111	    16.6567"
"0056   	元大高股息   	20131112	    16.5900"
"0056   	元大高股息   	20131113	    16.4342"
"0056   	元大高股息   	20131114	    16.4936"
"0056   	元大高股息   	20131115	    16.5900"
"0056   	元大高股息   	20131118	    16.4936"
"0056   	元大高股息   	20131119	    16.6345"
"0056   	元大高股息   	20131120	    16.5529"
"0056   	元大高股息   	20131121	    16.3452"
"0056   	元大高股息   	20131122	    16.3601"
"0056   	元大高股息   	20131125	    16.5010"
"0056   	元大高股息   	20131126	    16.5603"
"0056   	元大高股息   	20131127	    16.6716"
"0056   	元大高股息   	20131128	    16.7754"
"0056   	元大高股息   	20131129	    16.9089"
"0056   	元大高股息   	20131202	    16.8866"
"0056   	元大高股息   	20131203	    16.8866"
"0056   	元大高股息   	20131204	    16.8718"
"0056   	元大高股息   	20131205	    16.8273"
"0056   	元大高股息   	20131206	    16.7976"
"0056   	元大高股息   	20131209	    16.8940"
"0056   	元大高股息   	20131210	    16.8570"
"0056   	元大高股息   	20131211	    16.8050"
"0056   	元大高股息   	20131212	    16.7902"
"0056   	元大高股息   	20131213	    16.7976"
"0056   	元大高股息   	20131216	    16.7605"
"0056   	元大高股息   	20131217	    16.8199"
"0056   	元大高股息   	20131218	    16.8050"
"0056   	元大高股息   	20131219	    16.8495"
"0056   	元大高股息   	20131220	    16.8940"
"0056   	元大高股息   	20131223	    16.9311"
"0056   	元大高股息   	20131224	    16.9385"
"0056   	元大高股息   	20131225	    16.9459"
"0056   	元大高股息   	20131226	    16.9608"
"0056   	元大高股息   	20131227	    17.0053"
"0056   	元大高股息   	20131230	    17.0794"
"0056   	元大高股息   	20131231	    17.1017"
"0056   	元大高股息   	20140102	    17.1239"
"0056   	元大高股息   	20140103	    17.0349"
"0056   	元大高股息   	20140106	    16.9015"
"0056   	元大高股息   	20140107	    16.9830"
"0056   	元大高股息   	20140108	    17.0869"
"0056   	元大高股息   	20140109	    17.0572"
"0056   	元大高股息   	20140110	    17.0646"
"0056   	元大高股息   	20140113	    17.1165"
"0056   	元大高股息   	20140114	    17.1239"
"0056   	元大高股息   	20140115	    17.2797"
"0056   	元大高股息   	20140116	    17.3242"
"0056   	元大高股息   	20140117	    17.3019"
"0056   	元大高股息   	20140120	    17.5022"
"0056   	元大高股息   	20140121	    17.4799"
"0056   	元大高股息   	20140122	    17.4947"
"0056   	元大高股息   	20140123	    17.4577"
"0056   	元大高股息   	20140124	    17.2871"
"0056   	元大高股息   	20140127	    17.1091"
"0056   	元大高股息   	20140205	    16.7457"
"0056   	元大高股息   	20140206	    16.7828"
"0056   	元大高股息   	20140207	    16.9163"
"0056   	元大高股息   	20140210	    16.9830"
"0056   	元大高股息   	20140211	    17.0275"
"0056   	元大高股息   	20140212	    17.1239"
"0056   	元大高股息   	20140213	    17.0646"
"0056   	元大高股息   	20140214	    17.1091"
"0056   	元大高股息   	20140217	    17.1165"
"0056   	元大高股息   	20140218	    17.1610"
"0056   	元大高股息   	20140219	    17.1388"
"0056   	元大高股息   	20140220	    17.0349"
"0056   	元大高股息   	20140221	    17.1462"
"0056   	元大高股息   	20140224	    17.0943"
"0056   	元大高股息   	20140225	    17.1091"
"0056   	元大高股息   	20140226	    17.1462"
"0056   	元大高股息   	20140227	    17.1758"
"0056   	元大高股息   	20140303	    17.0943"
"0056   	元大高股息   	20140304	    17.0646"
"0056   	元大高股息   	20140305	    17.1388"
"0056   	元大高股息   	20140306	    17.2129"
"0056   	元大高股息   	20140307	    17.2203"
"0056   	元大高股息   	20140310	    17.1314"
"0056   	元大高股息   	20140311	    17.1462"
"0056   	元大高股息   	20140312	    17.1388"
"0056   	元大高股息   	20140313	    17.2352"
"0056   	元大高股息   	20140314	    17.1833"
"0056   	元大高股息   	20140317	    17.1684"
"0056   	元大高股息   	20140318	    17.2797"
"0056   	元大高股息   	20140319	    17.2426"
"0056   	元大高股息   	20140320	    17.1017"
"0056   	元大高股息   	20140321	    17.1017"
"0056   	元大高股息   	20140324	    17.1758"
"0056   	元大高股息   	20140325	    17.2797"
"0056   	元大高股息   	20140326	    17.3390"
"0056   	元大高股息   	20140327	    17.4354"
"0056   	元大高股息   	20140328	    17.4280"
"0056   	元大高股息   	20140331	    17.5392"
"0056   	元大高股息   	20140401	    17.6357"
"0056   	元大高股息   	20140402	    17.7395"
"0056   	元大高股息   	20140403	    17.7246"
"0056   	元大高股息   	20140407	    17.6876"
"0056   	元大高股息   	20140408	    17.7024"
"0056   	元大高股息   	20140409	    17.7617"
"0056   	元大高股息   	20140410	    17.8062"
"0056   	元大高股息   	20140411	    17.7988"
"0056   	元大高股息   	20140414	    17.7395"
"0056   	元大高股息   	20140415	    17.9175"
"0056   	元大高股息   	20140416	    17.9842"
"0056   	元大高股息   	20140417	    17.9694"
"0056   	元大高股息   	20140418	    17.9323"
"0056   	元大高股息   	20140421	    17.8730"
"0056   	元大高股息   	20140422	    17.8952"
"0056   	元大高股息   	20140423	    17.8211"
"0056   	元大高股息   	20140424	    17.7840"
"0056   	元大高股息   	20140425	    17.5244"
"0056   	元大高股息   	20140428	    17.5615"
"0056   	元大高股息   	20140429	    17.7246"
"0056   	元大高股息   	20140430	    17.6579"
"0056   	元大高股息   	20140502	    17.8285"
"0056   	元大高股息   	20140505	    17.8730"
"0056   	元大高股息   	20140506	    17.9620"
"0056   	元大高股息   	20140507	    17.8878"
"0056   	元大高股息   	20140508	    17.9397"
"0056   	元大高股息   	20140509	    17.8878"
"0056   	元大高股息   	20140512	    17.7914"
"0056   	元大高股息   	20140513	    17.7840"
"0056   	元大高股息   	20140514	    17.7617"
"0056   	元大高股息   	20140515	    17.8136"
"0056   	元大高股息   	20140516	    17.8656"
"0056   	元大高股息   	20140519	    17.9249"
"0056   	元大高股息   	20140520	    17.9471"
"0056   	元大高股息   	20140521	    17.8656"
"0056   	元大高股息   	20140522	    18.0065"
"0056   	元大高股息   	20140523	    18.0806"
"0056   	元大高股息   	20140526	    18.1400"
"0056   	元大高股息   	20140527	    18.1474"
"0056   	元大高股息   	20140528	    18.3179"
"0056   	元大高股息   	20140529	    18.4514"
"0056   	元大高股息   	20140530	    18.4514"
"0056   	元大高股息   	20140603	    18.4144"
"0056   	元大高股息   	20140604	    18.4514"
"0056   	元大高股息   	20140605	    18.5182"
"0056   	元大高股息   	20140606	    18.5330"
"0056   	元大高股息   	20140609	    18.6146"
"0056   	元大高股息   	20140610	    18.6887"
"0056   	元大高股息   	20140611	    18.6739"
"0056   	元大高股息   	20140612	    18.6146"
"0056   	元大高股息   	20140613	    18.6220"
"0056   	元大高股息   	20140616	    18.6517"
"0056   	元大高股息   	20140617	    18.7036"
"0056   	元大高股息   	20140618	    18.7110"
"0056   	元大高股息   	20140619	    18.6887"
"0056   	元大高股息   	20140620	    18.6813"
"0056   	元大高股息   	20140623	    18.5404"
"0056   	元大高股息   	20140624	    18.4959"
"0056   	元大高股息   	20140625	    18.5256"
"0056   	元大高股息   	20140626	    18.5998"
"0056   	元大高股息   	20140627	    18.5923"
"0056   	元大高股息   	20140630	    18.6665"
"0056   	元大高股息   	20140701	    18.8297"
"0056   	元大高股息   	20140702	    18.7777"
"0056   	元大高股息   	20140703	    18.8593"
"0056   	元大高股息   	20140704	    18.9780"
"0056   	元大高股息   	20140707	    19.0002"
"0056   	元大高股息   	20140708	    19.1263"
"0056   	元大高股息   	20140709	    19.0744"
"0056   	元大高股息   	20140710	    19.0966"
"0056   	元大高股息   	20140711	    18.8593"
"0056   	元大高股息   	20140714	    18.9261"
"0056   	元大高股息   	20140715	    18.9854"
"0056   	元大高股息   	20140716	    18.9557"
"0056   	元大高股息   	20140717	    18.8890"
"0056   	元大高股息   	20140718	    18.9335"
"0056   	元大高股息   	20140721	    18.9483"
"0056   	元大高股息   	20140722	    19.1041"
"0056   	元大高股息   	20140724	    19.1337"
"0056   	元大高股息   	20140725	    18.9854"
"0056   	元大高股息   	20140728	    19.0447"
"0056   	元大高股息   	20140729	    19.0002"
"0056   	元大高股息   	20140730	    19.0151"
"0056   	元大高股息   	20140731	    18.8742"
"0056   	元大高股息   	20140801	    18.7777"
"0056   	元大高股息   	20140804	    19.0225"
"0056   	元大高股息   	20140805	    18.7407"
"0056   	元大高股息   	20140806	    18.7777"
"0056   	元大高股息   	20140807	    18.7258"
"0056   	元大高股息   	20140808	    18.6887"
"0056   	元大高股息   	20140811	    18.8964"
"0056   	元大高股息   	20140812	    18.8742"
"0056   	元大高股息   	20140813	    18.9631"
"0056   	元大高股息   	20140814	    18.9261"
"0056   	元大高股息   	20140815	    18.9112"
"0056   	元大高股息   	20140818	    18.9483"
"0056   	元大高股息   	20140819	    19.0596"
"0056   	元大高股息   	20140820	    19.0892"
"0056   	元大高股息   	20140821	    19.1560"
"0056   	元大高股息   	20140822	    19.5194"
"0056   	元大高股息   	20140825	    19.4823"
"0056   	元大高股息   	20140826	    19.4971"
"0056   	元大高股息   	20140827	    19.6158"
"0056   	元大高股息   	20140828	    19.5787"
"0056   	元大高股息   	20140829	    19.6677"
"0056   	元大高股息   	20140901	    19.7270"
"0056   	元大高股息   	20140902	    19.5119"
"0056   	元大高股息   	20140903	    19.5490"
"0056   	元大高股息   	20140904	    19.5045"
"0056   	元大高股息   	20140905	    19.3933"
"0056   	元大高股息   	20140909	    19.4304"
"0056   	元大高股息   	20140910	    19.2895"
"0056   	元大高股息   	20140911	    19.3043"
"0056   	元大高股息   	20140912	    19.0744"
"0056   	元大高股息   	20140915	    19.0670"
"0056   	元大高股息   	20140916	    18.9261"
"0056   	元大高股息   	20140917	    19.0076"
"0056   	元大高股息   	20140918	    19.0596"
"0056   	元大高股息   	20140919	    19.0151"
"0056   	元大高股息   	20140922	    18.7629"
"0056   	元大高股息   	20140923	    18.6294"
"0056   	元大高股息   	20140924	    18.7258"
"0056   	元大高股息   	20140925	    18.4292"
"0056   	元大高股息   	20140926	    18.3550"
"0056   	元大高股息   	20140929	    18.3328"
"0056   	元大高股息   	20140930	    18.2289"
"0056   	元大高股息   	20141001	    18.2809"
"0056   	元大高股息   	20141002	    18.3328"
"0056   	元大高股息   	20141003	    18.4737"
"0056   	元大高股息   	20141006	    18.5033"
"0056   	元大高股息   	20141007	    18.3699"
"0056   	元大高股息   	20141008	    18.3179"
"0056   	元大高股息   	20141009	    18.2067"
"0056   	元大高股息   	20141013	    17.6653"
"0056   	元大高股息   	20141014	    17.6727"
"0056   	元大高股息   	20141015	    17.5541"
"0056   	元大高股息   	20141016	    17.5096"
"0056   	元大高股息   	20141017	    17.4502"
"0056   	元大高股息   	20141020	    17.7766"
"0056   	元大高股息   	20141021	    17.7098"
"0056   	元大高股息   	20141022	    17.7988"
"0056   	元大高股息   	20141023	    17.7691"
"0056   	元大高股息   	20141024	    17.6066"
"0056   	元大高股息   	20141027	    17.5524"
"0056   	元大高股息   	20141028	    17.8001"
"0056   	元大高股息   	20141029	    18.0323"
"0056   	元大高股息   	20141030	    18.0632"
"0056   	元大高股息   	20141031	    18.1329"
"0056   	元大高股息   	20141103	    18.2490"
"0056   	元大高股息   	20141104	    18.2567"
"0056   	元大高股息   	20141105	    18.1561"
"0056   	元大高股息   	20141106	    17.9858"
"0056   	元大高股息   	20141107	    18.0323"
"0056   	元大高股息   	20141110	    18.1948"
"0056   	元大高股息   	20141111	    18.2180"
"0056   	元大高股息   	20141112	    17.9704"
"0056   	元大高股息   	20141113	    17.9162"
"0056   	元大高股息   	20141114	    17.9239"
"0056   	元大高股息   	20141117	    17.8465"
"0056   	元大高股息   	20141118	    17.7537"
"0056   	元大高股息   	20141119	    17.8620"
"0056   	元大高股息   	20141120	    17.9936"
"0056   	元大高股息   	20141121	    18.0168"
"0056   	元大高股息   	20141124	    18.0400"
"0056   	元大高股息   	20141125	    18.0323"
"0056   	元大高股息   	20141126	    18.0787"
"0056   	元大高股息   	20141127	    18.1638"
"0056   	元大高股息   	20141128	    18.1638"
"0056   	元大高股息   	20141201	    18.1097"
"0056   	元大高股息   	20141202	    18.1174"
"0056   	元大高股息   	20141203	    18.3960"
"0056   	元大高股息   	20141204	    18.4811"
"0056   	元大高股息   	20141205	    18.5740"
"0056   	元大高股息   	20141208	    18.5431"
"0056   	元大高股息   	20141209	    18.5121"
"0056   	元大高股息   	20141210	    18.4192"
"0056   	元大高股息   	20141211	    18.3960"
"0056   	元大高股息   	20141212	    18.4270"
"0056   	元大高股息   	20141215	    18.3418"
"0056   	元大高股息   	20141216	    18.3651"
"0056   	元大高股息   	20141217	    18.1870"
"0056   	元大高股息   	20141218	    18.1484"
"0056   	元大高股息   	20141219	    18.2722"
"0056   	元大高股息   	20141222	    18.3573"
"0056   	元大高股息   	20141223	    18.4347"
"0056   	元大高股息   	20141224	    18.4966"
"0056   	元大高股息   	20141225	    18.4889"
"0056   	元大高股息   	20141226	    18.5121"
"0056   	元大高股息   	20141227	    18.5121"
"0056   	元大高股息   	20141229	    18.6824"
"0056   	元大高股息   	20141230	    18.7133"
"0056   	元大高股息   	20141231	    18.6978"
"0056   	元大高股息   	20150105	    18.6901"
"0056   	元大高股息   	20150106	    18.4889"
"0056   	元大高股息   	20150107	    18.5044"
"0056   	元大高股息   	20150108	    18.6669"
"0056   	元大高股息   	20150109	    18.6978"
"0056   	元大高股息   	20150112	    18.6901"
"0056   	元大高股息   	20150113	    18.8062"
"0056   	元大高股息   	20150114	    18.8217"
"0056   	元大高股息   	20150115	    18.7752"
"0056   	元大高股息   	20150116	    18.6437"
"0056   	元大高股息   	20150119	    18.6901"
"0056   	元大高股息   	20150120	    18.7520"
"0056   	元大高股息   	20150121	    18.8062"
"0056   	元大高股息   	20150122	    19.0616"
"0056   	元大高股息   	20150123	    19.1699"
"0056   	元大高股息   	20150126	    19.1699"
"0056   	元大高股息   	20150127	    19.2164"
"0056   	元大高股息   	20150128	    19.2783"
"0056   	元大高股息   	20150129	    19.1312"
"0056   	元大高股息   	20150130	    19.0771"
"0056   	元大高股息   	20150202	    19.0151"
"0056   	元大高股息   	20150203	    19.1157"
"0056   	元大高股息   	20150204	    19.2164"
"0056   	元大高股息   	20150205	    19.2009"
"0056   	元大高股息   	20150206	    19.1467"
"0056   	元大高股息   	20150209	    19.1312"
"0056   	元大高股息   	20150210	    19.0616"
"0056   	元大高股息   	20150211	    19.1157"
"0056   	元大高股息   	20150212	    19.0771"
"0056   	元大高股息   	20150213	    19.1931"
"0056   	元大高股息   	20150224	    19.3944"
"0056   	元大高股息   	20150225	    19.4718"
"0056   	元大高股息   	20150226	    19.4563"
"0056   	元大高股息   	20150302	    19.5104"
"0056   	元大高股息   	20150303	    19.4950"
"0056   	元大高股息   	20150304	    19.4950"
"0056   	元大高股息   	20150305	    19.4872"
"0056   	元大高股息   	20150306	    19.5414"
"0056   	元大高股息   	20150309	    19.5027"
"0056   	元大高股息   	20150310	    19.4021"
"0056   	元大高股息   	20150311	    19.3015"
"0056   	元大高股息   	20150312	    19.4021"
"0056   	元大高股息   	20150313	    19.3944"
"0056   	元大高股息   	20150316	    19.3479"
"0056   	元大高股息   	20150317	    19.3479"
"0056   	元大高股息   	20150318	    19.3789"
"0056   	元大高股息   	20150319	    19.5182"
"0056   	元大高股息   	20150320	    19.5027"
"0056   	元大高股息   	20150323	    19.4640"
"0056   	元大高股息   	20150324	    19.4331"
"0056   	元大高股息   	20150325	    19.3557"
"0056   	元大高股息   	20150326	    19.2705"
"0056   	元大高股息   	20150327	    19.2241"
"0056   	元大高股息   	20150330	    19.2473"
"0056   	元大高股息   	20150331	    19.2318"
"0056   	元大高股息   	20150401	    19.1777"
"0056   	元大高股息   	20150402	    19.2318"
"0056   	元大高股息   	20150407	    19.2628"
"0056   	元大高股息   	20150408	    19.2705"
"0056   	元大高股息   	20150409	    19.2396"
"0056   	元大高股息   	20150410	    19.2396"
"0056   	元大高股息   	20150413	    19.2396"
"0056   	元大高股息   	20150414	    19.2551"
"0056   	元大高股息   	20150415	    19.2318"
"0056   	元大高股息   	20150416	    19.2164"
"0056   	元大高股息   	20150417	    19.1235"
